,Brand,Model,Version,Location,Fuel_Type,Transmission,Owner_Type,Year,Kilometers_Driven,Power,Seats,Predicted Price
1166,Hyundai,i20,Asta Option 1.2,Mumbai,Petrol,Manual,First,2015,31293,81.83,5.0,4.743490566037735
1167,Maruti,Baleno,Vxi - BSIII,Pune,Petrol,Manual,Second,2004,43000,94.0,5.0,1.0576415094339628
1168,Honda,Jazz,1.5 S i DTEC,Ahmedabad,Diesel,Manual,First,2016,45000,98.6,5.0,6.594622641509439
1169,Volkswagen,Vento,Diesel Comfortline,Kolkata,Diesel,Manual,First,2012,53000,103.6,5.0,3.896132075471695
1170,Hyundai,i10,Magna 1.1L,Pune,Petrol,Manual,First,2011,30000,68.05,5.0,2.497830188679245
1171,Jeep,Compass,2.0 Sport,Delhi,Diesel,Manual,First,2017,13000,170.0,5.0,19.28424528301887
1172,Renault,Duster,110PS Diesel RxZ,Delhi,Diesel,Manual,First,2013,62000,108.45,5.0,5.652075471698115
1173,Maruti,Swift,Dzire VXi,Chennai,Petrol,Manual,First,2012,35161,85.8,5.0,4.000283018867925
1174,Maruti,Alto,LXi,Jaipur,Petrol,Manual,First,2006,75000,46.3,5.0,1.1211320754716978
1175,Tata,Nano,XTA,Coimbatore,Petrol,Automatic,First,2016,53590,37.48,4.0,3.3484905660377375
1176,Hyundai,i10,Era 1.1,Chennai,Petrol,Manual,First,2008,71467,68.05,5.0,1.9130188679245288
1177,Maruti,Alto,XCITE,Kochi,Petrol,Manual,First,2011,66287,46.3,5.0,2.0993396226415095
1178,Ford,Figo,Diesel EXI,Jaipur,Diesel,Manual,Second,2012,85000,68.0,5.0,2.5033962264150933
1179,Land,Rover,Discovery 4 TDV6 Auto Diesel,Hyderabad,Diesel,Automatic,First,2012,147202,241.6,7.0,32.21518867924527
1180,Honda,City,i DTec SV,Coimbatore,Diesel,Manual,First,2016,72566,98.6,5.0,6.3019811320754755
1181,Maruti,Ritz,LDi,Pune,Diesel,Manual,First,2015,190000,73.94,5.0,4.47877358490566
1182,Hyundai,Grand,i10 1.2 Kappa Sportz Option,Delhi,Petrol,Manual,First,2017,25348,81.86,5.0,6.077547169811322
1183,Hyundai,Grand,i10 AT Asta,Delhi,Petrol,Automatic,First,2014,54000,82.0,5.0,4.535283018867924
1184,Hyundai,i20,Sportz Option 1.2,Bangalore,Petrol,Manual,First,2015,33000,81.83,5.0,5.077830188679245
1185,BMW,5,Series 2003-2012 520d,Delhi,Diesel,Automatic,First,2011,58067,177.0,5.0,11.860283018867921
1186,Mercedes-Benz,E-Class,E250 CDI Avantgrade,Coimbatore,Diesel,Automatic,First,2015,43020,201.1,5.0,28.18443396226416
1187,Toyota,Innova,2.5 G (Diesel) 7 Seater BS IV,Hyderabad,Diesel,Manual,First,2014,27641,100.0,7.0,9.41245283018868
1188,Maruti,Swift,Dzire ZDI,Hyderabad,Diesel,Manual,First,2016,46372,74.0,5.0,5.662735849056606
1189,Maruti,Alto,K10 VXI,Kochi,Petrol,Manual,First,2016,27535,67.1,5.0,3.4576415094339605
1190,BMW,5,Series 520d Luxury Line,Kochi,Diesel,Automatic,First,2016,55615,190.0,5.0,25.347924528301853
1191,Maruti,Vitara,Brezza VDi Option,Jaipur,Diesel,Manual,First,2017,19000,88.5,5.0,8.958820754716978
1192,Hyundai,Verna,Transform VTVT with Audio,Kolkata,Petrol,Manual,First,2010,47000,103.2,5.0,1.9932075471698123
1193,Honda,City,i VTEC VX,Delhi,Petrol,Manual,First,2015,60595,117.3,5.0,8.32179245283019
1194,Tata,Indica,Vista Quadrajet LS,Hyderabad,Diesel,Manual,First,2013,170000,74.0,5.0,4.124150943396225
1195,Hyundai,i20,Active 1.4 SX,Delhi,Diesel,Manual,First,2017,14301,88.73,5.0,8.483128930817603
1196,Audi,A6,2011-2015 2.0 TDI,Kochi,Diesel,Automatic,Second,2015,42741,174.33,5.0,23.246792452830196
1197,BMW,X5,xDrive 30d Design Pure Experience 5 Seater,Delhi,Diesel,Automatic,Second,2015,31000,258.0,5.0,50.9543396226415
1198,Hyundai,Creta,1.6 SX Plus Dual Tone Petrol,Delhi,Petrol,Manual,First,2017,11000,121.3,5.0,10.666037735849063
1199,Maruti,Vitara,Brezza ZDi Plus AMT,Mumbai,Diesel,Automatic,First,2018,3800,88.5,5.0,9.643349056603768
1200,Ford,Fiesta,1.4 Duratec EXI,Coimbatore,Petrol,Manual,First,2009,44702,68.0,5.0,2.172735849056604
1201,Maruti,Dzire,AMT VDI,Delhi,Diesel,Automatic,First,2017,14300,73.75,5.0,8.04698113207547
1202,Honda,City,i-VTEC VX,Coimbatore,Petrol,Manual,First,2018,31542,117.3,5.0,10.97594339622642
1203,Maruti,Celerio,VXI AT,Chennai,Petrol,Automatic,First,2015,31717,67.04,5.0,3.760188679245284
1204,Chevrolet,Captiva,LT,Kochi,Diesel,Manual,First,2011,99120,147.9,7.0,7.668915094339626
1205,Datsun,GO,T Petrol,Chennai,Petrol,Manual,First,2016,36000,67.0,5.0,3.5441509433962266
1206,Skoda,Superb,Petrol Ambition,Delhi,Petrol,Manual,First,2010,40000,157.8,5.0,5.797358490566038
1207,Hyundai,Santro,Xing GL,Ahmedabad,Petrol,Manual,First,2014,41000,62.0,5.0,3.1544339622641524
1208,Mahindra,Renault,Logan 1.5 DLE Diesel,Chennai,Diesel,Manual,Second,2007,160000,65.0,5.0,1.5947169811320745
1209,Tata,Tiago,1.05 Revotorq XT Option,Pune,Diesel,Manual,First,2016,41413,69.0,5.0,3.6910377358490556
1210,Volkswagen,Vento,Petrol Highline AT,Mumbai,Petrol,Automatic,Second,2011,67500,103.6,5.0,2.9858490566037723
1211,Hyundai,i20,1.2 Spotz,Pune,Petrol,Manual,First,2014,30315,81.83,5.0,4.327830188679245
1212,Ford,EcoSport,1.5 Petrol Ambiente,Kochi,Petrol,Manual,First,2017,39015,121.36,5.0,9.667830188679243
1213,Jeep,Compass,1.4 Sport,Mumbai,Petrol,Manual,First,2018,6000,160.0,5.0,22.203490566037736
1214,Audi,A4,2.0 TDI,Bangalore,Diesel,Automatic,First,2014,21143,147.51,5.0,18.657735849056614
1215,Hyundai,Verna,1.6 SX VTVT (O),Kochi,Petrol,Manual,First,2013,42203,121.3,5.0,5.585283018867923
1216,Maruti,Vitara,Brezza ZDi,Kochi,Diesel,Manual,First,2017,21380,88.5,5.0,8.722500000000002
1217,Hyundai,Elite,i20 Magna Plus,Kochi,Petrol,Manual,First,2018,23955,81.86,5.0,7.177358490566037
1218,Honda,Amaze,S i-Dtech,Kolkata,Diesel,Manual,First,2013,38568,98.6,5.0,3.838113207547166
1219,Audi,A4,2.0 TDI,Hyderabad,Diesel,Automatic,First,2011,64000,147.51,5.0,15.391603773584903
1220,Honda,Amaze,VX AT i-Vtech,Hyderabad,Petrol,Automatic,First,2014,57000,86.7,5.0,4.992547169811318
1221,Honda,Jazz,1.5 V i DTEC,Coimbatore,Diesel,Manual,First,2017,44556,98.6,5.0,8.32698113207547
1222,BMW,5,Series 525d Sedan,Delhi,Diesel,Automatic,First,2012,80000,218.0,5.0,21.788018867924524
1223,Hyundai,Grand,i10 Asta Option,Kolkata,Petrol,Manual,First,2015,39000,82.0,5.0,3.9768867924528304
1224,Renault,Duster,85PS Diesel RxL,Chennai,Diesel,Manual,First,2015,70000,83.8,5.0,5.867358490566036
1225,Chevrolet,Aveo,1.4 LS,Pune,Petrol,Manual,First,2009,45463,92.7,5.0,2.103867924528303
1226,Honda,Amaze,S i-Vtech,Kochi,Petrol,Manual,First,2015,44776,86.7,5.0,4.773207547169808
1227,Hyundai,Grand,i10 AT Asta,Coimbatore,Petrol,Automatic,First,2016,18242,82.0,5.0,5.998490566037737
1228,Hyundai,EON,D Lite Plus,Coimbatore,Petrol,Manual,First,2015,21190,55.2,5.0,3.740566037735845
1229,Volkswagen,Vento,Diesel Trendline,Hyderabad,Diesel,Manual,First,2011,89411,103.6,5.0,4.0771698113207515
1230,Volkswagen,Polo,GT TSI,Mumbai,Petrol,Automatic,First,2015,59000,103.6,5.0,6.09518867924528
1231,Nissan,Micra,Diesel XV,Kolkata,Diesel,Manual,First,2012,28000,63.1,5.0,2.4925471698113206
1232,Volkswagen,Polo,GT TSI,Pune,Petrol,Automatic,Third,2013,52262,103.6,5.0,5.0986792452830185
1233,Mercedes-Benz,E-Class,2009-2013 E 220 CDI Avantgarde,Kochi,Diesel,Automatic,First,2014,72443,170.0,5.0,17.65985849056603
